,baseline,localPK,localdNTP,exposureType
0,0.9755489336933862,0.3787585408183122,0.9933271014592102,0.9750800104373932
1,0.9995235134652206,0.5911208475316424,0.9999862628937954,0.9995141406471364
2,0.999992535796934,0.6550730841383723,0.999999939089723,0.9999923888988809
3,0.9796818653158453,0.39909745969489974,0.9955095323969422,0.979290479535683
4,0.9691039128804199,0.34830365337568414,0.9921389343964085,0.9685154729587894
5,0.99984545131076,0.6121072435998108,0.9999945079974949,0.9998424102080276
6,0.9942094909099085,0.5419303273374798,0.9954798855990716,0.994096220475617
7,0.9875331987824152,0.44667908581941274,0.9984112776447089,0.9872910416445436
8,0.9932624353410162,0.48893389352972194,0.9999286164222835,0.9931307703756947
9,0.9856005552224106,0.43772500631807854,0.9979963349262472,0.9853214299205908
10,0.9763820369396297,0.3837157046725258,0.9935739805365367,0.9759286870637915
11,0.9995472127854691,0.598302519181662,0.9999869305777578,0.9995383059286165
12,0.9999927522097859,0.6603353415289119,0.9999999405880295,0.9999926095707288
13,0.9807391380149381,0.4064162828266882,0.995766749960023,0.9803677001708143
14,0.9704619997516378,0.3544834168113713,0.9925056689171623,0.9698986026639289
15,0.9998528427569185,0.6190949292900472,0.9999947729406525,0.9998499470757003
16,0.9944058550185159,0.5463138439696618,0.9956605991549933,0.9942964031527207
17,0.9880971642868871,0.45315890784181934,0.9984896019787066,0.9878658237588411
18,0.9936290170955879,0.49672431860341637,0.9999321931929427,0.993504467823824
19,0.9866129130305672,0.44752076778477445,0.998148743609186,0.9863531332698241
20,0.9765906006687406,0.38519442703537865,0.9936299612552943,0.9761411539748399
21,0.9995475989519338,0.599112789002085,0.9999868424245455,0.9995386996878013
22,0.9999926304718204,0.6593887521434695,0.9999999390425719,0.9999924854369991
23,0.9809790695809263,0.4084682737514682,0.9958217556281591,0.9806121649959396
24,0.9706641039809851,0.35566894214749634,0.9925585683533927,0.9701044401126666
25,0.999853462939002,0.6205209186427223,0.9999947639564474,0.9998505794595719
26,0.9944659554208412,0.5478958178496687,0.9957087940258535,0.9943576726064947
27,0.9881384690725488,0.4538971832377596,0.9984927685690723,0.9879079212655135
28,0.993552516579535,0.4951361127089907,0.9999309605802325,0.9934264819051941
29,0.9867202746787502,0.4492271193393802,0.9981617469447652,0.9864625490023143
30,0.9764849296932416,0.38462256526900906,0.9935925071190208,0.9760335051886765
31,0.9995396319352696,0.5971400093741008,0.9999864868136007,0.9995305760258139
32,0.9999924208958727,0.6566019120112991,0.999999936701922,0.999992271736573
33,0.9808631755898092,0.40770728462357064,0.9957910116075558,0.980494081012683
34,0.9703847053897605,0.35432885047043394,0.9924826169725575,0.9698198809821944
35,0.9998517447806584,0.6196195129014167,0.9999946616075032,0.9998488274973214
36,0.99446380710676,0.5480440344984028,0.9956979961908847,0.9943554825015113
37,0.9879990454373972,0.45220683932121897,0.9984706556375909,0.987765822094294
38,0.9933964830979828,0.49139845700631046,0.9999288546948426,0.9932674194838282
39,0.9865217659120483,0.4472510783972137,0.9981292444185944,0.9862602426612249
40,0.9762213294652785,0.3829604092522637,0.9935087559992587,0.9757649732338879
41,0.9995276379675377,0.5937853651132223,0.9999859996267247,0.9995183462411342
42,0.9999921726572395,0.6530740955590935,0.9999999339899945,0.9999920186125889
