,HPTN084,TDF2,Partners,VOICE,FEM
5585,96.0,38.0,99.0,17.0,80.0
5586,98.0,63.0,88.0,9.0,43.0
5587,93.0,87.0,48.0,63.0,53.0
5588,99.0,83.0,96.0,99.0,23.0
5589,90.0,46.0,53.0,99.0,60.0
5590,33.0,97.0,91.0,95.0,10.0
5591,91.0,87.0,93.0,93.0,68.0
5592,91.0,95.0,99.0,98.0,28.999999999999996
5593,92.0,62.0,90.0,72.0,83.0
5594,99.0,40.0,84.0,76.0,98.0
5595,99.0,7.000000000000001,88.0,9.0,28.999999999999996
5596,68.0,5.0,92.0,87.0,9.0
5597,97.0,75.0,90.0,4.0,99.0
5598,71.0,97.0,99.0,99.0,97.0
5599,48.0,40.0,98.0,83.0,11.0
5600,98.0,59.0,94.0,98.0,8.0
5601,80.0,83.0,95.0,81.0,92.0
5602,77.0,97.0,89.0,37.0,12.0
5603,66.0,87.0,67.0,94.0,98.0
5604,96.0,27.0,63.0,90.0,76.0
5605,81.0,65.0,83.0,6.0,33.0
5606,99.0,84.0,94.0,31.0,71.0
5607,47.0,65.0,95.0,65.0,48.0
5608,99.0,62.0,98.0,60.0,7.000000000000001
5609,78.0,73.0,70.0,99.0,60.0
5610,89.0,28.000000000000004,99.0,97.0,44.0
5611,93.0,56.00000000000001,86.0,88.0,16.0
5612,91.0,13.0,99.0,70.0,4.0
5613,98.0,80.0,99.0,97.0,17.0
5614,77.0,82.0,83.0,94.0,12.0
5615,95.0,96.0,80.0,28.999999999999996,8.0
5616,72.0,79.0,86.0,91.0,88.0
5617,97.0,86.0,79.0,26.0,57.99999999999999
5618,67.0,39.0,90.0,66.0,30.0
5619,86.0,60.0,99.0,3.0,99.0
5620,64.0,78.0,89.0,28.999999999999996,17.0
5621,87.0,72.0,76.0,83.0,1.0
5622,63.0,87.0,91.0,12.0,99.0
5623,73.0,83.0,83.0,47.0,14.000000000000002
5624,97.0,48.0,95.0,96.0,66.0
5625,99.0,72.0,96.0,96.0,46.0
5626,96.0,60.0,99.0,82.0,28.000000000000004
5627,91.0,86.0,86.0,98.0,84.0
5628,84.0,85.0,90.0,96.0,5.0
5629,93.0,47.0,89.0,42.0,55.00000000000001
5630,99.0,62.0,97.0,62.0,59.0
5631,89.0,72.0,99.0,89.0,6.0
5632,98.0,66.0,88.0,28.000000000000004,98.0
5633,88.0,73.0,91.0,98.0,68.0
5634,53.0,74.0,83.0,98.0,7.000000000000001
5635,98.0,97.0,94.0,78.0,19.0
5636,87.0,77.0,88.0,75.0,79.0
5637,87.0,49.0,67.0,99.0,7.000000000000001
5638,60.0,76.0,96.0,12.0,85.0
5639,98.0,60.0,96.0,9.0,76.0
5640,52.0,7.000000000000001,98.0,89.0,7.000000000000001
5641,95.0,99.0,80.0,98.0,53.0
5642,78.0,22.0,91.0,28.999999999999996,95.0
5643,99.0,69.0,94.0,91.0,54.0
5644,82.0,57.00000000000001,61.0,28.999999999999996,24.0
5645,76.0,42.0,52.0,68.0,93.0
5646,51.0,87.0,83.0,90.0,57.00000000000001
5647,83.0,64.0,28.999999999999996,98.0,91.0
5648,85.0,85.0,76.0,69.0,8.0
5649,82.0,64.0,82.0,76.0,97.0
5650,99.0,92.0,80.0,93.0,96.0
5651,67.0,92.0,82.0,89.0,87.0
5652,87.0,65.0,78.0,90.0,31.0
5653,97.0,9.0,98.0,52.0,3.0
5654,94.0,82.0,76.0,47.0,25.0
5655,85.0,74.0,65.0,98.0,1.0
5656,90.0,82.0,83.0,57.00000000000001,4.0
5657,74.0,75.0,74.0,10.0,95.0
5658,98.0,71.0,98.0,94.0,28.000000000000004
5659,97.0,6.0,99.0,49.0,89.0
5660,99.0,72.0,98.0,60.0,55.00000000000001
5661,95.0,86.0,78.0,67.0,8.0
5662,57.00000000000001,71.0,97.0,92.0,7.000000000000001
5663,99.0,84.0,77.0,56.00000000000001,42.0
5664,84.0,77.0,97.0,27.0,86.0
5665,77.0,98.0,96.0,63.0,9.0
5666,97.0,90.0,97.0,72.0,89.0
5667,55.00000000000001,67.0,60.0,86.0,6.0
5668,57.99999999999999,50.0,91.0,34.0,96.0
5669,98.0,81.0,98.0,51.0,20.0
5670,97.0,40.0,87.0,9.0,82.0
5671,96.0,88.0,62.0,28.999999999999996,87.0
5672,82.0,31.0,77.0,67.0,82.0
5673,77.0,87.0,57.99999999999999,99.0,1.0
5674,89.0,72.0,67.0,30.0,82.0
5675,73.0,42.0,77.0,69.0,83.0
5676,97.0,78.0,88.0,72.0,31.0
5677,76.0,78.0,97.0,76.0,2.0
5678,55.00000000000001,97.0,99.0,72.0,2.0
5679,99.0,72.0,57.99999999999999,40.0,57.99999999999999
5680,96.0,89.0,85.0,49.0,1.0
5681,40.0,62.0,51.0,36.0,34.0
5682,62.0,92.0,81.0,76.0,80.0
5683,95.0,40.0,98.0,30.0,81.0
5684,99.0,62.0,90.0,84.0,22.0
5685,78.0,17.0,96.0,99.0,36.0
5686,74.0,93.0,91.0,93.0,64.0
5687,73.0,80.0,98.0,4.0,43.0
5688,96.0,87.0,95.0,54.0,28.000000000000004
5689,86.0,95.0,96.0,22.0,6.0
5690,86.0,66.0,96.0,37.0,10.0
5691,70.0,36.0,96.0,51.0,93.0
5692,86.0,71.0,76.0,84.0,91.0
5693,99.0,54.0,96.0,71.0,94.0
5694,73.0,57.99999999999999,87.0,98.0,21.0
5695,99.0,16.0,99.0,53.0,59.0
5696,76.0,15.0,98.0,86.0,19.0
5697,93.0,97.0,90.0,95.0,50.0
5698,73.0,59.0,98.0,98.0,85.0
5699,73.0,74.0,94.0,99.0,12.0
5700,90.0,74.0,69.0,78.0,6.0
5701,96.0,61.0,79.0,98.0,97.0
5702,88.0,97.0,95.0,62.0,71.0
5703,98.0,70.0,99.0,43.0,73.0
5704,96.0,89.0,94.0,99.0,11.0
5705,78.0,89.0,99.0,32.0,11.0
5706,92.0,80.0,86.0,69.0,69.0
5707,73.0,57.00000000000001,71.0,86.0,93.0
5708,96.0,38.0,93.0,44.0,1.0
5709,94.0,23.0,94.0,98.0,64.0
5710,82.0,99.0,53.0,60.0,62.0
5711,91.0,97.0,98.0,93.0,44.0
5712,97.0,99.0,92.0,96.0,97.0
5713,86.0,86.0,33.0,96.0,23.0
5714,99.0,83.0,68.0,28.999999999999996,56.00000000000001
5715,98.0,74.0,88.0,78.0,49.0
5716,83.0,39.0,96.0,32.0,27.0
5717,99.0,72.0,96.0,96.0,8.0
5718,93.0,97.0,98.0,48.0,98.0
5719,72.0,97.0,63.0,41.0,28.000000000000004
5720,95.0,88.0,93.0,83.0,11.0
5721,50.0,55.00000000000001,85.0,2.0,64.0
5722,95.0,50.0,88.0,99.0,28.000000000000004
5723,77.0,25.0,97.0,6.0,90.0
5724,93.0,67.0,88.0,4.0,93.0
5725,76.0,61.0,98.0,12.0,64.0
5726,89.0,61.0,95.0,42.0,57.99999999999999
5727,73.0,66.0,98.0,95.0,17.0
5728,76.0,36.0,89.0,24.0,98.0
5729,82.0,70.0,89.0,95.0,63.0
5730,97.0,54.0,95.0,93.0,98.0
5731,93.0,87.0,95.0,36.0,33.0
5732,99.0,93.0,96.0,63.0,41.0
5733,67.0,88.0,85.0,72.0,38.0
5734,92.0,98.0,99.0,5.0,76.0
5735,68.0,90.0,94.0,87.0,89.0
5736,91.0,95.0,86.0,99.0,97.0
5737,69.0,93.0,99.0,12.0,79.0
5738,99.0,45.0,92.0,41.0,0.0
5739,49.0,94.0,79.0,94.0,52.0
5740,99.0,78.0,98.0,42.0,23.0
5741,99.0,86.0,71.0,96.0,39.0
5742,98.0,75.0,85.0,99.0,97.0
5743,97.0,80.0,83.0,57.00000000000001,68.0
5744,80.0,39.0,75.0,28.000000000000004,95.0
5745,92.0,32.0,86.0,71.0,10.0
5746,88.0,91.0,96.0,92.0,79.0
5747,85.0,83.0,91.0,16.0,93.0
5748,75.0,44.0,98.0,48.0,10.0
5749,99.0,93.0,99.0,36.0,0.0
5750,84.0,74.0,87.0,17.0,35.0
5751,99.0,85.0,98.0,63.0,28.000000000000004
5752,86.0,77.0,97.0,63.0,22.0
5753,28.999999999999996,85.0,62.0,61.0,17.0
5754,83.0,66.0,96.0,98.0,2.0
5755,98.0,94.0,91.0,32.0,10.0
5756,66.0,86.0,87.0,97.0,17.0
5757,96.0,98.0,92.0,63.0,47.0
5758,92.0,99.0,98.0,37.0,5.0
5759,99.0,98.0,96.0,89.0,57.99999999999999
5760,99.0,90.0,83.0,10.0,91.0
5761,96.0,73.0,80.0,98.0,23.0
5762,82.0,53.0,89.0,99.0,48.0
5763,89.0,23.0,96.0,76.0,20.0
5764,97.0,56.00000000000001,90.0,96.0,22.0
5765,76.0,21.0,87.0,7.000000000000001,4.0
5766,67.0,3.0,94.0,6.0,4.0
5767,99.0,86.0,78.0,61.0,19.0
5768,93.0,84.0,82.0,82.0,83.0
5769,92.0,69.0,92.0,73.0,65.0
5770,55.00000000000001,93.0,74.0,98.0,64.0
5771,95.0,81.0,67.0,99.0,57.99999999999999
5772,78.0,60.0,96.0,75.0,30.0
5773,56.00000000000001,98.0,79.0,77.0,44.0
5774,75.0,35.0,99.0,25.0,96.0
5775,85.0,93.0,79.0,28.999999999999996,21.0
5776,97.0,24.0,84.0,81.0,60.0
5777,93.0,80.0,95.0,0.0,89.0
5778,86.0,94.0,86.0,46.0,41.0
5779,96.0,78.0,99.0,89.0,1.0
5780,77.0,93.0,92.0,97.0,96.0
5781,91.0,60.0,94.0,94.0,71.0
5782,80.0,40.0,98.0,63.0,71.0
5783,99.0,99.0,97.0,22.0,51.0
5784,98.0,82.0,43.0,44.0,47.0
5785,99.0,26.0,91.0,81.0,27.0
5786,99.0,53.0,96.0,34.0,90.0
5787,99.0,68.0,66.0,89.0,10.0
5788,76.0,53.0,93.0,88.0,74.0
5789,99.0,68.0,93.0,88.0,37.0
5790,81.0,57.99999999999999,96.0,65.0,2.0
5791,88.0,93.0,99.0,6.0,79.0
5792,77.0,83.0,71.0,99.0,94.0
5793,62.0,56.00000000000001,69.0,28.999999999999996,45.0
5794,74.0,57.99999999999999,99.0,74.0,3.0
5795,85.0,84.0,83.0,96.0,41.0
5796,89.0,41.0,97.0,93.0,55.00000000000001
5797,84.0,90.0,67.0,72.0,55.00000000000001
5798,98.0,50.0,94.0,56.00000000000001,72.0
5799,99.0,62.0,88.0,35.0,40.0
5800,89.0,79.0,86.0,85.0,73.0
5801,85.0,71.0,99.0,38.0,2.0
5802,96.0,0.0,85.0,69.0,38.0
5803,94.0,65.0,93.0,19.0,69.0
5804,59.0,51.0,51.0,42.0,9.0
5805,80.0,95.0,99.0,61.0,81.0
5806,73.0,30.0,82.0,66.0,87.0
5807,98.0,63.0,92.0,94.0,55.00000000000001
5808,95.0,97.0,99.0,37.0,75.0
5809,92.0,74.0,78.0,25.0,60.0
5810,99.0,79.0,81.0,82.0,91.0
5811,97.0,81.0,82.0,94.0,64.0
5812,98.0,59.0,83.0,7.000000000000001,9.0
5813,98.0,86.0,81.0,97.0,1.0
5814,87.0,90.0,97.0,57.00000000000001,39.0
5815,95.0,81.0,77.0,64.0,5.0
5816,83.0,95.0,91.0,93.0,82.0
5817,97.0,63.0,93.0,35.0,99.0
5818,87.0,75.0,96.0,87.0,7.000000000000001
5819,99.0,87.0,99.0,77.0,45.0
5820,93.0,69.0,91.0,91.0,28.999999999999996
5821,98.0,85.0,91.0,80.0,64.0
5822,98.0,5.0,98.0,85.0,9.0
5823,68.0,26.0,63.0,36.0,73.0
5824,80.0,71.0,95.0,94.0,68.0
5825,97.0,84.0,95.0,56.00000000000001,56.00000000000001
5826,95.0,61.0,99.0,19.0,64.0
5827,81.0,16.0,79.0,32.0,25.0
5828,94.0,86.0,94.0,1.0,70.0
5829,79.0,83.0,96.0,95.0,93.0
5830,99.0,98.0,97.0,57.00000000000001,30.0
5831,89.0,81.0,93.0,72.0,27.0
5832,97.0,85.0,96.0,17.0,33.0
5833,33.0,31.0,97.0,87.0,56.00000000000001
5834,99.0,85.0,94.0,49.0,41.0
5835,95.0,68.0,98.0,57.99999999999999,20.0
5836,97.0,96.0,83.0,74.0,33.0
5837,77.0,80.0,57.00000000000001,56.00000000000001,45.0
5838,72.0,27.0,90.0,1.0,62.0
5839,80.0,14.000000000000002,67.0,99.0,96.0
5840,67.0,82.0,92.0,87.0,51.0
5841,93.0,81.0,79.0,12.0,27.0
5842,97.0,96.0,80.0,1.0,12.0
5843,87.0,75.0,98.0,30.0,22.0
5844,98.0,70.0,77.0,79.0,88.0
5845,82.0,80.0,81.0,98.0,1.0
5846,96.0,97.0,98.0,77.0,98.0
5847,67.0,60.0,94.0,49.0,2.0
5848,92.0,63.0,85.0,98.0,62.0
5849,82.0,95.0,98.0,54.0,18.0
5850,95.0,51.0,87.0,72.0,50.0
5851,96.0,80.0,97.0,26.0,80.0
5852,98.0,74.0,38.0,36.0,71.0
5853,96.0,87.0,72.0,82.0,84.0
5854,98.0,77.0,59.0,88.0,38.0
5855,99.0,68.0,98.0,91.0,31.0
5856,82.0,75.0,79.0,87.0,77.0
5857,78.0,98.0,96.0,81.0,10.0
5858,64.0,88.0,68.0,99.0,48.0
5859,74.0,79.0,91.0,90.0,53.0
5860,99.0,70.0,97.0,94.0,42.0
5861,93.0,57.00000000000001,98.0,22.0,63.0
5862,65.0,74.0,99.0,57.00000000000001,50.0
5863,98.0,56.00000000000001,99.0,42.0,13.0
5864,80.0,67.0,95.0,44.0,14.000000000000002
5865,76.0,96.0,98.0,97.0,53.0
5866,89.0,73.0,78.0,54.0,35.0
5867,75.0,96.0,99.0,32.0,30.0
5868,98.0,96.0,99.0,99.0,55.00000000000001
5869,97.0,98.0,89.0,52.0,47.0
5870,81.0,87.0,75.0,18.0,36.0
5871,95.0,66.0,79.0,43.0,9.0
5872,98.0,99.0,42.0,87.0,26.0
5873,78.0,28.999999999999996,95.0,70.0,11.0
5874,82.0,71.0,92.0,99.0,79.0
5875,88.0,59.0,68.0,73.0,81.0
5876,86.0,67.0,84.0,42.0,82.0
5877,98.0,30.0,98.0,93.0,70.0
5878,71.0,68.0,98.0,13.0,98.0
5879,77.0,62.0,94.0,12.0,49.0
5880,99.0,95.0,97.0,79.0,90.0
5881,83.0,23.0,88.0,6.0,35.0
5882,74.0,81.0,86.0,12.0,90.0
5883,99.0,70.0,99.0,10.0,23.0
5884,98.0,83.0,33.0,79.0,0.0
5885,89.0,30.0,91.0,85.0,89.0
5886,97.0,83.0,99.0,97.0,15.0
5887,97.0,90.0,97.0,72.0,2.0
5888,54.0,61.0,77.0,16.0,77.0
5889,99.0,78.0,77.0,44.0,34.0
5890,99.0,10.0,95.0,82.0,67.0
5891,98.0,7.000000000000001,82.0,23.0,57.00000000000001
5892,65.0,66.0,94.0,95.0,50.0
5893,97.0,75.0,99.0,86.0,48.0
5894,95.0,45.0,89.0,54.0,91.0
5895,85.0,87.0,97.0,26.0,13.0
5896,97.0,51.0,92.0,74.0,16.0
5897,57.99999999999999,90.0,98.0,66.0,13.0
5898,99.0,65.0,97.0,93.0,3.0
5899,46.0,63.0,83.0,89.0,98.0
5900,98.0,61.0,95.0,23.0,98.0
5901,99.0,88.0,90.0,96.0,51.0
5902,97.0,84.0,65.0,95.0,12.0
5903,71.0,95.0,93.0,21.0,73.0
5904,99.0,83.0,77.0,97.0,98.0
5905,96.0,93.0,85.0,33.0,59.0
5906,98.0,57.00000000000001,68.0,37.0,98.0
5907,93.0,15.0,96.0,96.0,1.0
5908,60.0,78.0,83.0,43.0,28.999999999999996
5909,98.0,88.0,96.0,46.0,94.0
5910,92.0,93.0,93.0,53.0,98.0
5911,87.0,94.0,91.0,3.0,45.0
5912,94.0,27.0,87.0,82.0,98.0
5913,97.0,78.0,79.0,2.0,35.0
5914,72.0,95.0,86.0,69.0,2.0
5915,91.0,71.0,57.00000000000001,24.0,95.0
5916,98.0,73.0,23.0,61.0,3.0
5917,99.0,90.0,99.0,45.0,82.0
5918,85.0,82.0,93.0,95.0,99.0
5919,80.0,65.0,84.0,54.0,28.000000000000004
5920,59.0,35.0,99.0,60.0,11.0
5921,91.0,80.0,84.0,27.0,7.000000000000001
5922,99.0,84.0,94.0,15.0,35.0
5923,74.0,64.0,94.0,93.0,81.0
5924,91.0,66.0,68.0,99.0,79.0
5925,64.0,80.0,80.0,99.0,98.0
5926,98.0,44.0,88.0,99.0,92.0
5927,89.0,38.0,99.0,16.0,69.0
5928,99.0,91.0,69.0,9.0,10.0
5929,55.00000000000001,67.0,96.0,11.0,18.0
5930,99.0,84.0,71.0,90.0,80.0
5931,82.0,87.0,80.0,61.0,18.0
5932,93.0,98.0,94.0,14.000000000000002,99.0
5933,89.0,45.0,91.0,82.0,97.0
5934,94.0,67.0,57.00000000000001,17.0,84.0
5935,77.0,96.0,97.0,99.0,99.0
5936,86.0,89.0,89.0,22.0,34.0
5937,98.0,94.0,83.0,12.0,76.0
5938,73.0,60.0,80.0,93.0,57.00000000000001
5939,91.0,98.0,79.0,99.0,75.0
5940,95.0,83.0,96.0,96.0,6.0
5941,95.0,85.0,78.0,82.0,5.0
5942,81.0,38.0,80.0,63.0,5.0
5943,76.0,99.0,87.0,67.0,1.0
5944,87.0,52.0,87.0,87.0,43.0
5945,62.0,99.0,86.0,97.0,14.000000000000002
5946,79.0,67.0,94.0,25.0,99.0
5947,88.0,46.0,96.0,99.0,95.0
5948,51.0,82.0,90.0,98.0,17.0
5949,97.0,39.0,94.0,79.0,87.0
5950,43.0,21.0,96.0,97.0,11.0
5951,73.0,62.0,79.0,26.0,9.0
5952,96.0,17.0,63.0,99.0,64.0
5953,72.0,40.0,96.0,86.0,1.0
5954,98.0,97.0,89.0,88.0,0.0
5955,99.0,17.0,79.0,13.0,56.00000000000001
5956,95.0,97.0,89.0,94.0,98.0
5957,98.0,34.0,76.0,68.0,15.0
5958,87.0,97.0,93.0,95.0,0.0
5959,68.0,79.0,91.0,77.0,13.0
5960,78.0,77.0,97.0,99.0,89.0
5961,72.0,71.0,64.0,95.0,98.0
5962,77.0,94.0,91.0,98.0,57.00000000000001
5963,98.0,78.0,95.0,94.0,51.0
5964,99.0,70.0,86.0,73.0,48.0
5965,97.0,90.0,89.0,73.0,46.0
5966,88.0,92.0,89.0,34.0,24.0
5967,52.0,80.0,98.0,17.0,53.0
5968,98.0,64.0,87.0,78.0,77.0
5969,74.0,95.0,92.0,77.0,35.0
5970,90.0,52.0,97.0,62.0,33.0
5971,99.0,83.0,89.0,24.0,11.0
5972,98.0,67.0,84.0,44.0,65.0
5973,96.0,64.0,97.0,99.0,93.0
5974,87.0,30.0,93.0,27.0,78.0
5975,96.0,50.0,79.0,4.0,13.0
5976,96.0,46.0,68.0,12.0,97.0
5977,94.0,97.0,87.0,99.0,91.0
5978,86.0,74.0,98.0,19.0,88.0
5979,85.0,65.0,89.0,14.000000000000002,22.0
5980,97.0,95.0,90.0,14.000000000000002,0.0
5981,94.0,92.0,89.0,81.0,26.0
5982,78.0,56.00000000000001,90.0,88.0,1.0
5983,73.0,64.0,94.0,90.0,28.000000000000004
5984,92.0,95.0,98.0,1.0,84.0
5985,74.0,86.0,92.0,8.0,96.0
5986,99.0,96.0,86.0,7.000000000000001,76.0
5987,76.0,94.0,86.0,93.0,21.0
5988,97.0,76.0,96.0,94.0,89.0
5989,99.0,52.0,71.0,52.0,54.0
5990,89.0,85.0,86.0,20.0,98.0
5991,90.0,77.0,98.0,85.0,97.0
5992,96.0,71.0,94.0,52.0,15.0
5993,85.0,99.0,69.0,99.0,78.0
5994,95.0,66.0,87.0,72.0,67.0
5995,99.0,95.0,87.0,97.0,27.0
5996,94.0,54.0,84.0,98.0,11.0
5997,98.0,82.0,54.0,20.0,42.0
5998,98.0,72.0,86.0,34.0,93.0
5999,85.0,96.0,87.0,97.0,90.0
6000,99.0,21.0,99.0,96.0,4.0
6001,99.0,86.0,92.0,13.0,62.0
6002,74.0,18.0,98.0,79.0,11.0
6003,78.0,92.0,86.0,48.0,27.0
6004,93.0,53.0,97.0,99.0,49.0
6005,99.0,81.0,92.0,88.0,26.0
6006,40.0,65.0,96.0,55.00000000000001,2.0
6007,85.0,91.0,94.0,19.0,55.00000000000001
6008,94.0,72.0,69.0,78.0,12.0
6009,94.0,81.0,99.0,3.0,5.0
6010,99.0,93.0,85.0,43.0,93.0
6011,99.0,64.0,97.0,77.0,40.0
6012,97.0,63.0,99.0,96.0,27.0
6013,99.0,71.0,89.0,99.0,54.0
6014,69.0,53.0,97.0,13.0,80.0
6015,86.0,73.0,99.0,81.0,15.0
6016,61.0,61.0,97.0,96.0,39.0
6017,97.0,90.0,86.0,96.0,76.0
6018,73.0,41.0,45.0,73.0,22.0
6019,57.99999999999999,69.0,93.0,42.0,44.0
6020,83.0,90.0,93.0,94.0,75.0
6021,95.0,81.0,93.0,88.0,27.0
6022,22.0,56.00000000000001,99.0,79.0,88.0
6023,65.0,69.0,96.0,96.0,51.0
6024,93.0,69.0,83.0,32.0,97.0
6025,99.0,91.0,78.0,7.000000000000001,95.0
6026,84.0,0.0,88.0,99.0,15.0
6027,91.0,28.999999999999996,64.0,96.0,70.0
6028,64.0,94.0,99.0,91.0,32.0
6029,94.0,51.0,97.0,4.0,13.0
6030,88.0,50.0,89.0,95.0,52.0
6031,87.0,88.0,71.0,47.0,52.0
6032,90.0,43.0,73.0,17.0,14.000000000000002
6033,89.0,75.0,93.0,57.99999999999999,1.0
6034,97.0,66.0,83.0,28.999999999999996,76.0
6035,76.0,34.0,74.0,95.0,12.0
6036,99.0,79.0,91.0,66.0,96.0
6037,99.0,35.0,94.0,43.0,30.0
6038,92.0,72.0,86.0,35.0,2.0
6039,94.0,75.0,95.0,90.0,16.0
6040,98.0,59.0,78.0,97.0,54.0
6041,99.0,83.0,95.0,28.000000000000004,56.00000000000001
6042,78.0,95.0,99.0,82.0,43.0
6043,92.0,48.0,98.0,99.0,34.0
6044,81.0,25.0,92.0,94.0,21.0
6045,95.0,85.0,94.0,99.0,84.0
6046,94.0,15.0,97.0,94.0,43.0
6047,42.0,39.0,69.0,83.0,35.0
6048,99.0,79.0,67.0,18.0,46.0
6049,92.0,71.0,90.0,28.999999999999996,95.0
6050,89.0,95.0,93.0,93.0,17.0
6051,97.0,9.0,72.0,84.0,0.0
6052,86.0,80.0,96.0,68.0,22.0
6053,97.0,26.0,94.0,98.0,51.0
6054,59.0,71.0,96.0,97.0,40.0
6055,82.0,44.0,52.0,36.0,90.0
6056,82.0,99.0,99.0,93.0,89.0
6057,96.0,72.0,99.0,77.0,17.0
6058,87.0,96.0,50.0,44.0,85.0
6059,71.0,63.0,98.0,85.0,34.0
6060,57.00000000000001,44.0,51.0,92.0,98.0
6061,89.0,51.0,95.0,96.0,17.0
6062,92.0,42.0,96.0,41.0,47.0
6063,97.0,66.0,93.0,47.0,70.0
6064,60.0,70.0,81.0,43.0,65.0
6065,51.0,55.00000000000001,94.0,98.0,79.0
6066,83.0,88.0,96.0,98.0,99.0
6067,81.0,95.0,88.0,59.0,75.0
6068,66.0,60.0,98.0,96.0,16.0
6069,74.0,52.0,52.0,62.0,61.0
6070,89.0,88.0,86.0,98.0,22.0
6071,85.0,87.0,64.0,85.0,34.0
6072,96.0,39.0,89.0,82.0,45.0
6073,86.0,81.0,87.0,8.0,39.0
6074,96.0,88.0,98.0,42.0,87.0
6075,49.0,54.0,86.0,49.0,46.0
6076,39.0,74.0,96.0,5.0,91.0
6077,60.0,63.0,80.0,50.0,62.0
6078,94.0,93.0,99.0,2.0,25.0
6079,94.0,75.0,91.0,47.0,75.0
6080,94.0,99.0,89.0,34.0,1.0
6081,90.0,35.0,94.0,75.0,8.0
6082,86.0,63.0,87.0,91.0,84.0
6083,57.00000000000001,74.0,78.0,43.0,63.0
6084,81.0,98.0,97.0,42.0,27.0
6085,97.0,46.0,77.0,67.0,89.0
6086,99.0,40.0,95.0,24.0,41.0
6087,99.0,25.0,92.0,69.0,89.0
6088,55.00000000000001,90.0,69.0,30.0,6.0
6089,70.0,95.0,40.0,34.0,68.0
6090,99.0,91.0,98.0,98.0,13.0
6091,81.0,91.0,91.0,26.0,0.0
6092,99.0,31.0,86.0,50.0,62.0
6093,98.0,45.0,94.0,94.0,91.0
6094,85.0,27.0,86.0,80.0,2.0
6095,95.0,91.0,68.0,16.0,14.000000000000002
6096,98.0,7.000000000000001,77.0,68.0,4.0
6097,66.0,86.0,90.0,91.0,45.0
6098,99.0,77.0,96.0,98.0,26.0
6099,91.0,79.0,92.0,16.0,99.0
6100,97.0,82.0,97.0,99.0,95.0
6101,98.0,96.0,98.0,74.0,14.000000000000002
6102,99.0,78.0,92.0,49.0,7.000000000000001
6103,99.0,94.0,77.0,95.0,55.00000000000001
6104,89.0,95.0,98.0,99.0,95.0
6105,74.0,79.0,74.0,99.0,46.0
6106,86.0,84.0,95.0,18.0,16.0
6107,69.0,47.0,95.0,89.0,90.0
6108,91.0,84.0,96.0,6.0,81.0
6109,60.0,87.0,40.0,84.0,57.00000000000001
6110,98.0,45.0,83.0,98.0,31.0
6111,83.0,92.0,94.0,72.0,55.00000000000001
6112,75.0,38.0,84.0,43.0,94.0
6113,81.0,84.0,88.0,7.000000000000001,98.0
6114,10.0,47.0,86.0,11.0,35.0
6115,91.0,98.0,90.0,36.0,6.0
6116,83.0,87.0,96.0,98.0,40.0
6117,56.00000000000001,97.0,48.0,98.0,53.0
6118,85.0,95.0,99.0,81.0,99.0
6119,94.0,74.0,95.0,67.0,44.0
6120,94.0,35.0,98.0,28.999999999999996,82.0
6121,95.0,85.0,87.0,98.0,18.0
6122,97.0,18.0,93.0,82.0,92.0
6123,68.0,73.0,93.0,9.0,99.0
6124,56.00000000000001,66.0,88.0,30.0,52.0
6125,99.0,99.0,53.0,12.0,26.0
6126,74.0,68.0,99.0,1.0,6.0
6127,93.0,27.0,80.0,98.0,6.0
6128,67.0,62.0,98.0,52.0,12.0
6129,81.0,94.0,82.0,74.0,9.0
6130,88.0,67.0,86.0,92.0,38.0
6131,99.0,95.0,80.0,98.0,95.0
6132,99.0,57.99999999999999,98.0,73.0,26.0
6133,88.0,73.0,82.0,47.0,11.0
6134,89.0,74.0,98.0,97.0,80.0
6135,84.0,66.0,97.0,97.0,53.0
6136,70.0,53.0,78.0,60.0,13.0
6137,96.0,33.0,99.0,44.0,80.0
6138,51.0,74.0,71.0,78.0,97.0
6139,98.0,94.0,95.0,97.0,27.0
6140,95.0,84.0,93.0,97.0,75.0
6141,97.0,73.0,62.0,83.0,57.00000000000001
6142,93.0,56.00000000000001,99.0,16.0,10.0
6143,99.0,4.0,56.00000000000001,86.0,32.0
6144,92.0,84.0,98.0,57.00000000000001,66.0
6145,97.0,62.0,89.0,15.0,55.00000000000001
6146,99.0,99.0,97.0,89.0,9.0
6147,61.0,98.0,91.0,99.0,37.0
6148,96.0,99.0,78.0,94.0,94.0
6149,84.0,71.0,96.0,63.0,46.0
6150,70.0,93.0,82.0,28.000000000000004,34.0
6151,81.0,90.0,89.0,81.0,92.0
6152,70.0,91.0,68.0,49.0,93.0
6153,97.0,88.0,57.00000000000001,26.0,97.0
6154,76.0,96.0,82.0,36.0,30.0
6155,62.0,66.0,99.0,14.000000000000002,5.0
6156,96.0,23.0,69.0,91.0,34.0
6157,90.0,42.0,99.0,97.0,51.0
6158,96.0,86.0,90.0,11.0,39.0
6159,87.0,77.0,85.0,53.0,88.0
6160,67.0,85.0,99.0,60.0,98.0
6161,93.0,99.0,89.0,41.0,68.0
6162,99.0,47.0,92.0,3.0,16.0
6163,88.0,82.0,88.0,56.00000000000001,34.0
6164,95.0,40.0,68.0,34.0,88.0
6165,99.0,71.0,82.0,95.0,78.0
6166,94.0,92.0,99.0,95.0,92.0
6167,99.0,27.0,89.0,46.0,35.0
