FTC,TFV,eps
0.0,0.0,1.0
0.0,0.001,0.9901221812807972
0.0,0.0011299551984243783,0.988852121452121
0.0,0.0012767987504462746,0.9874207341238935
0.0,0.0014427253854085184,0.9858080649302676
0.0,0.0016302150491411683,0.9839918376393543
0.0,0.0018420699693267163,0.9819472238381074
0.0,0.002081456537702158,0.9796466008929423
0.0,0.002351952635070959,0.9770593010479285
0.0,0.0026576011064463447,0.974151355841524
0.0,0.003002970185567423,0.9708852416716671
0.0,0.00339322177189533,0.9672196343641769
0.0,0.0038341885805599036,0.9631091830451054
0.0,0.004332461318343051,0.9585043165148911
0.0,0.004895487188634261,0.9533510986772659
0.0,0.005531681197617227,0.9475911533650878
0.0,0.006250551925273976,0.9411616830426234
0.0,0.007062843640984828,0.9339956101948603
0.0,0.007980696887789369,0.9260218744752932
0.0,0.009017829935406846,0.9171659224839839
0.0,0.01018974381401994,0.9073504298377354
0.0,0.011513953993264475,0.8964962962486065
0.0,0.013010252169108316,0.8845239527408552
0.0,0.014701002071295976,0.871355014855065
0.0,0.01661147371250844,0.8569143055716488
0.0,0.01877022107493881,0.8411322556437296
0.0,0.021209508879201915,0.8239476662117993
0.0,0.0239657948140822,0.8053107886479652
0.0,0.027080274434544173,0.7851866400503076
0.0,0.03059949687207196,0.7635584313628652
0.0,0.03457606055976821,0.7404309418718654
0.0,0.03906939937054619,0.71583363352513
0.0,0.044146670918066774,0.6898232672254494
0.0,0.04988376029699984,0.6624857678569425
0.0,0.05636641426455055,0.6339370920182817
0.0,0.06369152281477089,0.6043228873871498
0.0,0.07196856730011521,0.5738167973631407
0.0,0.0813212567439199,0.5426173567588022
0.0,0.09188937680019577,0.510943536384591
0.0,0.10383087899535762,0.47902911423441513
0.0,0.11732424147777692,0.44711616328262227
0.0,0.13257113655901095,0.41544803470704134
0.0,0.14979944491588257,0.3842622671918534
0.0,0.1692666615037876,0.35378385967453324
0.0,0.1912637440861444,0.3242193054110328
0.0,0.21611946190024858,0.29575170581115806
0.0,0.24420530945486524,0.2685371753744839
0.0,0.27594105890135895,0.24270262984428773
0.0,0.31180103396431774,0.2183449342802776
0.0,0.35232119920207694,0.19553128950700308
0.0,0.3981071705534973,0.17430066328919083
0.0,0.44984326689694487,0.15466603046590038
0.0,0.5083027379064073,0.13661717324823938
0.0,0.5743593210706892,0.12012380447182419
0.0,0.6490003006073218,0.10513880621683942
0.0,0.7333412634502267,0.09160141663533526
0.0,0.8286427728546851,0.07944024231404027
0.0,0.9363292088239417,0.06857601653136794
0.0,1.0580100569471982,0.05892406138413276
0.0,1.195503963832759,0.050396441612085424
0.0,1.3508659186697745,0.042903819133407205
0.0,1.526417967175235,0.03635703010467435
0.0,1.7247839169780268,0.030668411898682406
0.0,1.9489285531480827,0.025752907482383573
0.0,2.202201949987376,0.021528971258628137
0.0,2.4883895413685377,0.01791929545456466
0.0,2.811768697974234,0.014851371250282219
0.0,3.1771726570429277,0.012257895220906628
0.0,3.5900627601174504,0.010077029922104323
0.0,4.05661007846448,0.008252527635160751
0.0,4.583787646141665,0.006733728009206006
0.0,5.1794746792312125,0.005475442927818098
0.0,5.8525743389047475,0.0044377446399059915
0.0,6.613146798410538,0.00358567537671966
0.0,7.472559602807514,0.002888897879369669
0.0,8.443657568728357,0.0023213062855449197
0.0,9.540954763499943,0.001860615704349271
0.0,10.780851432948596,0.0014879467525027478
0.0,12.181879120101172,0.0011874186390575176
0.0,13.76497763833571,0.0009457613986377147
0.0,15.553808038632726,0.0007519548818589617
0.0,17.57510624854793,0.0005968993463714516
0.0,19.859082668407506,0.00047312010412886135
0.0,22.439873697106535,0.000374506745737768
0.0,25.356051936031946,0.00029608599480349926
0.0,28.651202696637817,0.00023382621333620186
0.0,32.37457542817646,0.00018447092576260132
0.0,36.58181980185014,0.00014539838378515324
0.0,41.335817452924424,0.0001145040856618063
0.0,46.70762181205299,9.010322550068608e-05
0.0,52.77752007256916,7.085022443758786e-05
0.0,59.636233165946486,5.5672740596662445e-05
0.0,67.38627168030955,4.3717833789236305e-05
0.0,76.14346798760323,3.430824885941166e-05
0.0,86.03870747865233,2.690706134723582e-05
0.0,97.21988478121763,2.1089189974500833e-05
0.0,109.85411419875595,1.6518516415060786e-05
0.0,124.13022740718958,1.2929561379759642e-05
0.0,140.2615957403541,1.0112847056421979e-05
0.0,158.48931924611142,7.9032307231179e-06
0.001,0.0,0.9987027147892156
0.001,0.001,0.9888452786083323
0.001,0.0011299551984243783,0.9875778289191584
0.001,0.0012767987504462746,0.9861493803885168
0.001,0.0014427253854085184,0.9845400185139871
0.001,0.0016302150491411683,0.9827275113499544
0.001,0.0018420699693267163,0.9806870795708833
0.001,0.002081456537702158,0.9783911548103078
0.001,0.002351952635070959,0.9758091291266388
0.001,0.0026576011064463447,0.9729070997616983
0.001,0.003002970185567423,0.9696476150025837
0.001,0.00339322177189533,0.9659894289771952
0.001,0.0038341885805599036,0.9618872756542515
0.001,0.004332461318343051,0.9572916752076885
0.001,0.004895487188634261,0.9521487892550594
0.001,0.005531681197617227,0.9464003452596028
0.001,0.006250551925273976,0.9399836545171959
0.001,0.007062843640984828,0.9328317524733173
0.001,0.007980696887789369,0.9248736943730125
0.001,0.009017829935406846,0.9160350430462093
0.001,0.01018974381401994,0.9062385884263033
0.001,0.011513953993264475,0.8954053394664295
0.001,0.013010252169108316,0.883455827554543
0.001,0.014701002071295976,0.8703117552807939
0.001,0.01661147371250844,0.8558980143424868
0.001,0.01877022107493881,0.840145080390741
0.001,0.021209508879201915,0.8229917698812931
0.001,0.0239657948140822,0.8043883141497129
0.001,0.027080274434544173,0.7842996694904019
0.001,0.03059949687207196,0.7627089406494365
0.001,0.03457606055976821,0.7396207519704209
0.001,0.03906939937054619,0.7150643601429906
0.001,0.044146670918066774,0.689096271167714
0.001,0.04988376029699984,0.6618021086544056
0.001,0.05636641426455055,0.6332974876110865
0.001,0.06369152281477089,0.6037276825974123
